"id";"tanggal";"produk";"lokasi";"stok";"kualitas";"harga";"lat";"lon"
879;"2025-04-28";"Pisang";"Denpasar";371;"Buruk";15;-8.65;115.217
880;"2025-04-22";"Jeruk";"Denpasar";296;"Buruk";21;-8.65;115.217
881;"2025-04-05";"Rambutan";"Denpasar";528;"Bagus";13;-8.65;115.217
882;"2025-04-21";"Mangga";"Denpasar";237;"Bagus";19;-8.65;115.217
883;"2025-04-30";"Pisang";"Denpasar";248;"Buruk";15;-8.65;115.217
884;"2025-04-21";"Durian";"Denpasar";476;"Sedang";39;-8.65;115.217
885;"2025-04-16";"Rambutan";"Denpasar";814;"Buruk";15;-8.65;115.217
886;"2025-04-24";"Apel";"Denpasar";549;"Bagus";30;-8.65;115.217
887;"2025-04-19";"Durian";"Denpasar";709;"Sedang";42;-8.65;115.217
888;"2025-04-28";"Apel";"Denpasar";452;"Sedang";25;-8.65;115.217
889;"2025-04-11";"Mangga";"Denpasar";202;"Sedang";20;-8.65;115.217
890;"2025-04-25";"Pisang";"Denpasar";772;"Bagus";10;-8.65;115.217
891;"2025-04-08";"Rambutan";"Denpasar";653;"Buruk";16;-8.65;115.217
892;"2025-04-09";"Jeruk";"Denpasar";998;"Sedang";19;-8.65;115.217
893;"2025-05-03";"Mangga";"Denpasar";776;"Buruk";20;-8.65;115.217
894;"2025-05-03";"Pisang";"Denpasar";682;"Bagus";15;-8.65;115.217
895;"2025-04-19";"Pisang";"Denpasar";941;"Buruk";13;-8.65;115.217
896;"2025-04-22";"Jeruk";"Denpasar";830;"Buruk";18;-8.65;115.217
897;"2025-05-04";"Rambutan";"Denpasar";689;"Sedang";14;-8.65;115.217
898;"2025-04-28";"Mangga";"Denpasar";952;"Bagus";15;-8.65;115.217
899;"2025-04-10";"Apel";"Denpasar";297;"Sedang";29;-8.65;115.217
900;"2025-04-24";"Durian";"Denpasar";890;"Bagus";37;-8.65;115.217
901;"2025-04-06";"Mangga";"Denpasar";577;"Bagus";19;-8.65;115.217
902;"2025-04-08";"Apel";"Denpasar";255;"Bagus";20;-8.65;115.217
903;"2025-05-04";"Apel";"Denpasar";230;"Sedang";21;-8.65;115.217
904;"2025-04-22";"Rambutan";"Denpasar";288;"Buruk";18;-8.65;115.217
905;"2025-04-22";"Pisang";"Denpasar";833;"Buruk";12;-8.65;115.217
906;"2025-04-22";"Rambutan";"Denpasar";893;"Bagus";16;-8.65;115.217
907;"2025-04-29";"Jeruk";"Denpasar";813;"Sedang";19;-8.65;115.217
908;"2025-04-04";"Durian";"Denpasar";662;"Bagus";43;-8.65;115.217
909;"2025-04-26";"Pepaya";"Denpasar";293;"Bagus";9;-8.65;115.217
910;"2025-04-28";"Apel";"Denpasar";728;"Sedang";20;-8.65;115.217
911;"2025-05-05";"Pepaya";"Denpasar";378;"Bagus";9;-8.65;115.217
912;"2025-04-06";"Mangga";"Denpasar";204;"Buruk";16;-8.65;115.217
913;"2025-04-07";"Apel";"Denpasar";421;"Bagus";28;-8.65;115.217
914;"2025-04-01";"Jeruk";"Denpasar";313;"Sedang";20;-8.65;115.217
915;"2025-04-03";"Apel";"Denpasar";333;"Sedang";28;-8.65;115.217
916;"2025-04-07";"Pepaya";"Denpasar";791;"Buruk";9;-8.65;115.217
917;"2025-04-16";"Apel";"Denpasar";982;"Buruk";23;-8.65;115.217
918;"2025-04-11";"Pepaya";"Denpasar";699;"Sedang";10;-8.65;115.217
919;"2025-04-26";"Apel";"Denpasar";332;"Buruk";29;-8.65;115.217
920;"2025-04-28";"Pepaya";"Denpasar";922;"Buruk";10;-8.65;115.217
921;"2025-04-21";"Durian";"Denpasar";302;"Sedang";42;-8.65;115.217
922;"2025-04-17";"Mangga";"Denpasar";550;"Buruk";19;-8.65;115.217
923;"2025-04-27";"Durian";"Denpasar";516;"Bagus";41;-8.65;115.217
924;"2025-04-23";"Mangga";"Denpasar";518;"Sedang";19;-8.65;115.217
925;"2025-04-20";"Pisang";"Denpasar";734;"Sedang";15;-8.65;115.217
926;"2025-04-15";"Pisang";"Denpasar";299;"Sedang";14;-8.65;115.217
927;"2025-04-06";"Mangga";"Denpasar";978;"Sedang";15;-8.65;115.217
928;"2025-04-23";"Pisang";"Denpasar";247;"Buruk";13;-8.65;115.217
929;"2025-04-15";"Durian";"Denpasar";904;"Buruk";45;-8.65;115.217
930;"2025-04-25";"Jeruk";"Denpasar";246;"Sedang";22;-8.65;115.217
931;"2025-04-30";"Pepaya";"Denpasar";557;"Buruk";7;-8.65;115.217
932;"2025-04-04";"Jeruk";"Denpasar";840;"Sedang";22;-8.65;115.217
933;"2025-04-19";"Apel";"Denpasar";992;"Sedang";22;-8.65;115.217
934;"2025-04-05";"Pepaya";"Denpasar";812;"Buruk";9;-8.65;115.217
935;"2025-04-19";"Pisang";"Denpasar";369;"Buruk";12;-8.65;115.217
936;"2025-04-06";"Mangga";"Denpasar";221;"Bagus";19;-8.65;115.217
937;"2025-04-30";"Pisang";"Denpasar";445;"Bagus";10;-8.65;115.217
938;"2025-04-16";"Apel";"Denpasar";581;"Sedang";26;-8.65;115.217
939;"2025-04-04";"Pisang";"Denpasar";244;"Bagus";15;-8.65;115.217
940;"2025-04-18";"Durian";"Denpasar";655;"Buruk";39;-8.65;115.217
941;"2025-04-10";"Durian";"Denpasar";569;"Buruk";39;-8.65;115.217
942;"2025-04-10";"Rambutan";"Denpasar";467;"Bagus";17;-8.65;115.217
943;"2025-04-19";"Pepaya";"Denpasar";378;"Buruk";7;-8.65;115.217
944;"2025-04-11";"Rambutan";"Denpasar";611;"Buruk";15;-8.65;115.217
945;"2025-04-07";"Pepaya";"Denpasar";251;"Buruk";10;-8.65;115.217
946;"2025-05-04";"Mangga";"Denpasar";276;"Buruk";16;-8.65;115.217
947;"2025-04-19";"Jeruk";"Denpasar";637;"Buruk";22;-8.65;115.217
948;"2025-04-15";"Durian";"Denpasar";723;"Buruk";44;-8.65;115.217
949;"2025-04-24";"Pepaya";"Denpasar";392;"Sedang";10;-8.65;115.217
950;"2025-04-06";"Jeruk";"Denpasar";681;"Sedang";19;-8.65;115.217
951;"2025-04-16";"Mangga";"Denpasar";274;"Bagus";16;-8.65;115.217
952;"2025-04-22";"Jeruk";"Denpasar";723;"Sedang";18;-8.65;115.217
953;"2025-04-12";"Mangga";"Denpasar";743;"Buruk";20;-8.65;115.217
954;"2025-04-12";"Durian";"Denpasar";234;"Bagus";43;-8.65;115.217
955;"2025-04-18";"Pisang";"Denpasar";752;"Bagus";15;-8.65;115.217
956;"2025-04-10";"Pisang";"Denpasar";869;"Buruk";12;-8.65;115.217
957;"2025-04-29";"Pisang";"Denpasar";304;"Bagus";10;-8.65;115.217
958;"2025-04-21";"Durian";"Denpasar";497;"Buruk";36;-8.65;115.217
959;"2025-04-05";"Pepaya";"Denpasar";685;"Sedang";9;-8.65;115.217
960;"2025-04-21";"Apel";"Denpasar";417;"Buruk";24;-8.65;115.217
961;"2025-04-21";"Pepaya";"Denpasar";580;"Sedang";7;-8.65;115.217
962;"2025-04-03";"Rambutan";"Denpasar";574;"Sedang";17;-8.65;115.217
963;"2025-04-10";"Mangga";"Denpasar";715;"Buruk";17;-8.65;115.217
964;"2025-04-15";"Jeruk";"Denpasar";863;"Bagus";18;-8.65;115.217
965;"2025-04-07";"Apel";"Denpasar";427;"Sedang";25;-8.65;115.217
966;"2025-04-28";"Apel";"Denpasar";674;"Sedang";22;-8.65;115.217
967;"2025-04-04";"Rambutan";"Denpasar";365;"Buruk";15;-8.65;115.217
968;"2025-04-12";"Pisang";"Denpasar";392;"Sedang";14;-8.65;115.217
969;"2025-04-15";"Rambutan";"Denpasar";547;"Sedang";17;-8.65;115.217
970;"2025-04-13";"Apel";"Denpasar";321;"Buruk";25;-8.65;115.217
971;"2025-04-12";"Apel";"Denpasar";255;"Bagus";28;-8.65;115.217
972;"2025-04-03";"Mangga";"Denpasar";814;"Bagus";17;-8.65;115.217
973;"2025-04-04";"Pepaya";"Denpasar";581;"Sedang";7;-8.65;115.217
974;"2025-04-21";"Apel";"Denpasar";316;"Sedang";20;-8.65;115.217
975;"2025-04-11";"Pepaya";"Denpasar";894;"Buruk";10;-8.65;115.217
976;"2025-04-15";"Pepaya";"Denpasar";209;"Sedang";10;-8.65;115.217
977;"2025-04-13";"Durian";"Denpasar";876;"Buruk";43;-8.65;115.217
978;"2025-05-04";"Pepaya";"Denpasar";899;"Bagus";10;-8.65;115.217
979;"2025-04-03";"Mangga";"Denpasar";280;"Bagus";15;-8.65;115.217
980;"2025-04-20";"Mangga";"Denpasar";356;"Sedang";16;-8.65;115.217
981;"2025-04-29";"Jeruk";"Denpasar";256;"Sedang";22;-8.65;115.217
982;"2025-04-08";"Pepaya";"Denpasar";676;"Bagus";10;-8.65;115.217
983;"2025-04-30";"Durian";"Denpasar";638;"Bagus";36;-8.65;115.217
984;"2025-04-17";"Apel";"Denpasar";481;"Sedang";20;-8.65;115.217
985;"2025-04-30";"Mangga";"Denpasar";503;"Buruk";19;-8.65;115.217
986;"2025-04-24";"Jeruk";"Denpasar";643;"Buruk";20;-8.65;115.217
987;"2025-04-22";"Jeruk";"Denpasar";435;"Bagus";20;-8.65;115.217
988;"2025-05-03";"Mangga";"Denpasar";900;"Sedang";19;-8.65;115.217
989;"2025-04-16";"Jeruk";"Denpasar";590;"Sedang";21;-8.65;115.217
990;"2025-04-15";"Jeruk";"Denpasar";424;"Buruk";22;-8.65;115.217
991;"2025-04-19";"Durian";"Denpasar";368;"Buruk";38;-8.65;115.217
992;"2025-04-26";"Rambutan";"Denpasar";608;"Sedang";16;-8.65;115.217
993;"2025-04-15";"Rambutan";"Denpasar";440;"Bagus";16;-8.65;115.217
994;"2025-05-01";"Jeruk";"Denpasar";562;"Sedang";19;-8.65;115.217
995;"2025-04-10";"Durian";"Denpasar";594;"Sedang";45;-8.65;115.217
996;"2025-04-17";"Durian";"Denpasar";753;"Sedang";44;-8.65;115.217
997;"2025-04-27";"Apel";"Denpasar";512;"Bagus";24;-8.65;115.217
998;"2025-05-03";"Pepaya";"Denpasar";538;"Buruk";10;-8.65;115.217
999;"2025-04-18";"Mangga";"Denpasar";858;"Buruk";18;-8.65;115.217
1000;"2025-04-09";"Mangga";"Denpasar";992;"Buruk";17;-8.65;115.217
1001;"2025-04-12";"Mangga";"Denpasar";948;"Sedang";19;-8.65;115.217
1002;"2025-04-30";"Mangga";"Denpasar";926;"Sedang";20;-8.65;115.217
1003;"2025-05-01";"Apel";"Denpasar";436;"Buruk";25;-8.65;115.217
1004;"2025-05-04";"Rambutan";"Denpasar";939;"Sedang";13;-8.65;115.217
1005;"2025-04-28";"Rambutan";"Denpasar";863;"Bagus";17;-8.65;115.217
1006;"2025-04-12";"Rambutan";"Denpasar";289;"Buruk";15;-8.65;115.217
1007;"2025-05-05";"Pepaya";"Denpasar";810;"Buruk";9;-8.65;115.217
1008;"2025-04-15";"Durian";"Denpasar";538;"Bagus";35;-8.65;115.217
1009;"2025-04-19";"Jeruk";"Denpasar";977;"Buruk";22;-8.65;115.217
1010;"2025-05-03";"Mangga";"Denpasar";569;"Bagus";16;-8.65;115.217
1011;"2025-04-08";"Rambutan";"Denpasar";275;"Sedang";13;-8.65;115.217
1012;"2025-04-23";"Apel";"Denpasar";555;"Bagus";21;-8.65;115.217
1013;"2025-04-19";"Durian";"Denpasar";699;"Sedang";44;-8.65;115.217
1014;"2025-04-12";"Pisang";"Denpasar";894;"Buruk";12;-8.65;115.217
1015;"2025-04-07";"Jeruk";"Denpasar";573;"Buruk";18;-8.65;115.217
1016;"2025-04-12";"Pisang";"Denpasar";600;"Buruk";10;-8.65;115.217
1017;"2025-04-24";"Mangga";"Denpasar";848;"Sedang";19;-8.65;115.217
1018;"2025-04-22";"Jeruk";"Denpasar";500;"Sedang";19;-8.65;115.217
1019;"2025-04-20";"Mangga";"Denpasar";449;"Buruk";18;-8.65;115.217
1020;"2025-04-01";"Rambutan";"Denpasar";295;"Bagus";17;-8.65;115.217
1021;"2025-04-03";"Durian";"Denpasar";801;"Bagus";42;-8.65;115.217
1022;"2025-04-11";"Apel";"Denpasar";244;"Buruk";25;-8.65;115.217
1023;"2025-04-30";"Rambutan";"Denpasar";814;"Sedang";12;-8.65;115.217
1024;"2025-04-28";"Rambutan";"Denpasar";725;"Buruk";15;-8.65;115.217
1025;"2025-04-09";"Pepaya";"Denpasar";563;"Sedang";9;-8.65;115.217
1026;"2025-04-26";"Jeruk";"Denpasar";508;"Sedang";18;-8.65;115.217
1027;"2025-05-05";"Apel";"Denpasar";401;"Bagus";27;-8.65;115.217
1028;"2025-05-01";"Mangga";"Denpasar";886;"Buruk";16;-8.65;115.217
1029;"2025-04-26";"Jeruk";"Denpasar";221;"Bagus";21;-8.65;115.217
1030;"2025-05-02";"Pisang";"Denpasar";645;"Buruk";11;-8.65;115.217
1031;"2025-05-05";"Jeruk";"Denpasar";565;"Bagus";21;-8.65;115.217
1032;"2025-04-08";"Rambutan";"Denpasar";650;"Buruk";18;-8.65;115.217
1033;"2025-04-06";"Jeruk";"Denpasar";452;"Bagus";22;-8.65;115.217
1034;"2025-05-02";"Mangga";"Denpasar";772;"Sedang";17;-8.65;115.217
1035;"2025-04-29";"Apel";"Denpasar";227;"Bagus";25;-8.65;115.217
1036;"2025-05-02";"Pepaya";"Denpasar";837;"Bagus";7;-8.65;115.217
1037;"2025-04-11";"Mangga";"Denpasar";403;"Sedang";17;-8.65;115.217
1038;"2025-04-24";"Pisang";"Denpasar";634;"Buruk";12;-8.65;115.217
1039;"2025-05-01";"Mangga";"Denpasar";414;"Sedang";19;-8.65;115.217
1040;"2025-04-25";"Pepaya";"Denpasar";310;"Bagus";7;-8.65;115.217
1041;"2025-04-27";"Durian";"Denpasar";706;"Buruk";39;-8.65;115.217
1042;"2025-04-20";"Rambutan";"Denpasar";580;"Buruk";13;-8.65;115.217
1043;"2025-04-01";"Durian";"Denpasar";219;"Bagus";40;-8.65;115.217
1044;"2025-04-21";"Durian";"Denpasar";471;"Sedang";42;-8.65;115.217
1045;"2025-04-27";"Durian";"Denpasar";291;"Buruk";43;-8.65;115.217
1046;"2025-04-07";"Pisang";"Denpasar";289;"Buruk";14;-8.65;115.217
1047;"2025-04-19";"Pisang";"Denpasar";894;"Bagus";14;-8.65;115.217
1048;"2025-04-10";"Mangga";"Denpasar";770;"Buruk";17;-8.65;115.217
1049;"2025-04-22";"Jeruk";"Denpasar";574;"Buruk";21;-8.65;115.217
1050;"2025-04-07";"Apel";"Denpasar";282;"Bagus";24;-8.65;115.217
1051;"2025-04-13";"Jeruk";"Denpasar";532;"Buruk";18;-8.65;115.217
1052;"2025-04-30";"Mangga";"Denpasar";345;"Buruk";17;-8.65;115.217
1053;"2025-04-18";"Rambutan";"Denpasar";704;"Bagus";13;-8.65;115.217
1054;"2025-04-29";"Jeruk";"Denpasar";868;"Sedang";19;-8.65;115.217
1055;"2025-04-19";"Apel";"Denpasar";865;"Buruk";22;-8.65;115.217
1056;"2025-04-10";"Pepaya";"Denpasar";536;"Buruk";10;-8.65;115.217
1057;"2025-05-03";"Rambutan";"Denpasar";391;"Bagus";12;-8.65;115.217
1058;"2025-04-18";"Jeruk";"Denpasar";708;"Bagus";21;-8.65;115.217
1059;"2025-05-03";"Pepaya";"Denpasar";207;"Buruk";9;-8.65;115.217
1060;"2025-04-16";"Jeruk";"Denpasar";214;"Bagus";21;-8.65;115.217
1061;"2025-04-27";"Jeruk";"Denpasar";726;"Buruk";19;-8.65;115.217
1062;"2025-05-05";"Pepaya";"Denpasar";264;"Buruk";10;-8.65;115.217
1063;"2025-04-21";"Pepaya";"Denpasar";214;"Sedang";9;-8.65;115.217
1064;"2025-04-15";"Pisang";"Denpasar";640;"Bagus";10;-8.65;115.217
1065;"2025-04-13";"Pisang";"Denpasar";942;"Buruk";13;-8.65;115.217
1066;"2025-04-16";"Rambutan";"Denpasar";527;"Bagus";15;-8.65;115.217
1067;"2025-04-09";"Pepaya";"Denpasar";264;"Buruk";10;-8.65;115.217
1068;"2025-05-05";"Apel";"Denpasar";526;"Bagus";26;-8.65;115.217
1069;"2025-04-22";"Apel";"Denpasar";896;"Buruk";26;-8.65;115.217
1070;"2025-04-23";"Jeruk";"Denpasar";599;"Buruk";22;-8.65;115.217
1071;"2025-04-29";"Pepaya";"Denpasar";435;"Buruk";9;-8.65;115.217
1072;"2025-04-18";"Apel";"Denpasar";226;"Sedang";28;-8.65;115.217
1073;"2025-04-05";"Durian";"Denpasar";875;"Sedang";36;-8.65;115.217
1074;"2025-04-08";"Rambutan";"Denpasar";460;"Sedang";13;-8.65;115.217
1075;"2025-04-06";"Pepaya";"Denpasar";473;"Sedang";7;-8.65;115.217
1076;"2025-04-13";"Durian";"Denpasar";835;"Sedang";37;-8.65;115.217
1077;"2025-04-26";"Durian";"Denpasar";652;"Buruk";43;-8.65;115.217
1078;"2025-04-18";"Pisang";"Denpasar";802;"Buruk";14;-8.65;115.217
1079;"2025-04-10";"Jeruk";"Denpasar";598;"Buruk";19;-8.65;115.217
1080;"2025-04-17";"Pepaya";"Denpasar";852;"Sedang";9;-8.65;115.217
1081;"2025-04-25";"Pisang";"Denpasar";479;"Sedang";11;-8.65;115.217
1082;"2025-04-13";"Apel";"Denpasar";294;"Buruk";23;-8.65;115.217
1083;"2025-04-29";"Rambutan";"Denpasar";718;"Bagus";14;-8.65;115.217
1084;"2025-04-21";"Jeruk";"Denpasar";785;"Bagus";19;-8.65;115.217
1085;"2025-04-22";"Jeruk";"Denpasar";598;"Bagus";18;-8.65;115.217
1086;"2025-05-01";"Pepaya";"Denpasar";202;"Sedang";8;-8.65;115.217
1087;"2025-04-14";"Jeruk";"Denpasar";944;"Buruk";19;-8.65;115.217
1088;"2025-04-03";"Pisang";"Denpasar";297;"Buruk";12;-8.65;115.217
1089;"2025-04-01";"Mangga";"Denpasar";475;"Sedang";17;-8.65;115.217
1090;"2025-04-12";"Jeruk";"Denpasar";339;"Bagus";19;-8.65;115.217
1091;"2025-04-14";"Durian";"Denpasar";934;"Bagus";36;-8.65;115.217
1092;"2025-04-04";"Durian";"Denpasar";807;"Bagus";42;-8.65;115.217
1093;"2025-04-26";"Mangga";"Denpasar";500;"Bagus";18;-8.65;115.217
1094;"2025-04-17";"Pisang";"Denpasar";609;"Buruk";12;-8.65;115.217
1095;"2025-04-13";"Mangga";"Denpasar";983;"Buruk";18;-8.65;115.217
1096;"2025-04-08";"Pepaya";"Denpasar";977;"Sedang";8;-8.65;115.217
1097;"2025-04-20";"Rambutan";"Denpasar";857;"Buruk";12;-8.65;115.217
1098;"2025-04-06";"Rambutan";"Denpasar";201;"Bagus";14;-8.65;115.217
1099;"2025-04-22";"Durian";"Denpasar";902;"Buruk";39;-8.65;115.217
1100;"2025-04-19";"Pisang";"Denpasar";695;"Bagus";12;-8.65;115.217
1101;"2025-05-01";"Durian";"Denpasar";586;"Sedang";39;-8.65;115.217
1102;"2025-04-22";"Apel";"Denpasar";565;"Sedang";22;-8.65;115.217
1103;"2025-04-09";"Jeruk";"Denpasar";738;"Bagus";21;-8.65;115.217
1104;"2025-04-16";"Pisang";"Denpasar";675;"Buruk";14;-8.65;115.217
1105;"2025-05-05";"Apel";"Denpasar";649;"Buruk";24;-8.65;115.217
1106;"2025-04-04";"Durian";"Denpasar";448;"Buruk";40;-8.65;115.217
1107;"2025-04-14";"Durian";"Denpasar";537;"Bagus";39;-8.65;115.217
1108;"2025-04-16";"Jeruk";"Denpasar";997;"Sedang";21;-8.65;115.217
1109;"2025-04-13";"Apel";"Denpasar";888;"Buruk";22;-8.65;115.217
1110;"2025-04-01";"Durian";"Denpasar";229;"Buruk";39;-8.65;115.217
1111;"2025-04-23";"Rambutan";"Denpasar";576;"Buruk";16;-8.65;115.217
1112;"2025-04-25";"Mangga";"Denpasar";809;"Bagus";15;-8.65;115.217
1113;"2025-04-26";"Rambutan";"Denpasar";482;"Bagus";15;-8.65;115.217
1114;"2025-04-03";"Jeruk";"Denpasar";258;"Sedang";21;-8.65;115.217
1115;"2025-04-01";"Durian";"Denpasar";892;"Sedang";35;-8.65;115.217
1116;"2025-04-06";"Mangga";"Denpasar";220;"Bagus";20;-8.65;115.217
1117;"2025-04-08";"Mangga";"Denpasar";312;"Sedang";19;-8.65;115.217
1118;"2025-05-03";"Pepaya";"Denpasar";895;"Sedang";9;-8.65;115.217
1119;"2025-04-25";"Apel";"Denpasar";268;"Buruk";26;-8.65;115.217
1120;"2025-04-14";"Apel";"Denpasar";938;"Sedang";28;-8.65;115.217
1121;"2025-04-07";"Pisang";"Denpasar";979;"Buruk";10;-8.65;115.217
1122;"2025-04-30";"Pepaya";"Denpasar";873;"Bagus";9;-8.65;115.217
1123;"2025-04-11";"Pisang";"Denpasar";664;"Buruk";11;-8.65;115.217
1124;"2025-04-17";"Rambutan";"Denpasar";840;"Bagus";18;-8.65;115.217
1125;"2025-04-20";"Jeruk";"Denpasar";204;"Sedang";21;-8.65;115.217
1126;"2025-05-04";"Pepaya";"Denpasar";378;"Buruk";8;-8.65;115.217
1127;"2025-04-28";"Pisang";"Denpasar";531;"Bagus";11;-8.65;115.217
1128;"2025-04-14";"Pisang";"Denpasar";204;"Buruk";10;-8.65;115.217
1129;"2025-04-17";"Durian";"Denpasar";212;"Bagus";42;-8.65;115.217
1130;"2025-04-15";"Pepaya";"Denpasar";260;"Bagus";7;-8.65;115.217
1131;"2025-04-15";"Durian";"Denpasar";812;"Sedang";40;-8.65;115.217
1132;"2025-05-04";"Apel";"Denpasar";711;"Sedang";29;-8.65;115.217
1133;"2025-04-13";"Jeruk";"Denpasar";617;"Buruk";22;-8.65;115.217
1134;"2025-04-04";"Jeruk";"Denpasar";914;"Buruk";22;-8.65;115.217
1135;"2025-04-26";"Jeruk";"Denpasar";716;"Buruk";18;-8.65;115.217
1136;"2025-05-02";"Pepaya";"Denpasar";313;"Bagus";8;-8.65;115.217
1137;"2025-04-04";"Mangga";"Denpasar";219;"Sedang";18;-8.65;115.217
1138;"2025-04-19";"Apel";"Denpasar";282;"Bagus";25;-8.65;115.217
1139;"2025-04-13";"Jeruk";"Denpasar";864;"Bagus";18;-8.65;115.217
1140;"2025-04-07";"Apel";"Denpasar";929;"Sedang";21;-8.65;115.217
1141;"2025-04-23";"Durian";"Denpasar";921;"Buruk";40;-8.65;115.217
1142;"2025-04-30";"Mangga";"Denpasar";913;"Sedang";20;-8.65;115.217
1143;"2025-04-21";"Rambutan";"Denpasar";669;"Bagus";15;-8.65;115.217
1144;"2025-04-25";"Pepaya";"Denpasar";914;"Sedang";10;-8.65;115.217
1145;"2025-05-03";"Apel";"Denpasar";990;"Bagus";21;-8.65;115.217
1146;"2025-04-30";"Pisang";"Denpasar";894;"Bagus";12;-8.65;115.217
1147;"2025-04-30";"Apel";"Denpasar";532;"Bagus";20;-8.65;115.217
1148;"2025-05-04";"Apel";"Denpasar";919;"Buruk";27;-8.65;115.217
1149;"2025-04-03";"Rambutan";"Denpasar";852;"Bagus";14;-8.65;115.217
1150;"2025-04-04";"Apel";"Denpasar";844;"Buruk";24;-8.65;115.217
1151;"2025-04-13";"Rambutan";"Denpasar";247;"Bagus";17;-8.65;115.217
1152;"2025-04-09";"Jeruk";"Denpasar";769;"Sedang";20;-8.65;115.217
1153;"2025-04-27";"Durian";"Denpasar";910;"Sedang";44;-8.65;115.217
1154;"2025-04-06";"Jeruk";"Denpasar";508;"Buruk";18;-8.65;115.217
1155;"2025-04-20";"Mangga";"Denpasar";330;"Bagus";19;-8.65;115.217
1156;"2025-04-22";"Mangga";"Denpasar";466;"Buruk";19;-8.65;115.217
1157;"2025-04-11";"Pepaya";"Denpasar";350;"Sedang";8;-8.65;115.217
1158;"2025-05-04";"Pepaya";"Denpasar";499;"Bagus";7;-8.65;115.217
1159;"2025-04-04";"Jeruk";"Denpasar";591;"Buruk";18;-8.65;115.217
1160;"2025-04-10";"Pisang";"Denpasar";994;"Sedang";12;-8.65;115.217
1161;"2025-04-22";"Rambutan";"Denpasar";415;"Sedang";12;-8.65;115.217
1162;"2025-05-03";"Pepaya";"Denpasar";798;"Buruk";9;-8.65;115.217
1163;"2025-04-08";"Durian";"Denpasar";352;"Sedang";41;-8.65;115.217
1164;"2025-04-08";"Jeruk";"Denpasar";560;"Buruk";22;-8.65;115.217
1165;"2025-04-11";"Jeruk";"Denpasar";770;"Buruk";18;-8.65;115.217
1166;"2025-04-18";"Pepaya";"Denpasar";591;"Buruk";9;-8.65;115.217
1167;"2025-04-29";"Pepaya";"Denpasar";622;"Buruk";7;-8.65;115.217
1168;"2025-04-24";"Rambutan";"Denpasar";998;"Sedang";12;-8.65;115.217
1169;"2025-05-03";"Rambutan";"Denpasar";267;"Buruk";12;-8.65;115.217
1170;"2025-05-05";"Jeruk";"Denpasar";483;"Bagus";19;-8.65;115.217
1171;"2025-04-09";"Pisang";"Denpasar";477;"Sedang";14;-8.65;115.217
1172;"2025-04-11";"Rambutan";"Denpasar";418;"Sedang";12;-8.65;115.217
1173;"2025-04-11";"Jeruk";"Denpasar";544;"Buruk";21;-8.65;115.217
1174;"2025-04-17";"Rambutan";"Denpasar";266;"Sedang";15;-8.65;115.217
1175;"2025-04-27";"Pisang";"Denpasar";925;"Buruk";12;-8.65;115.217
1176;"2025-04-08";"Durian";"Denpasar";707;"Sedang";40;-8.65;115.217
1177;"2025-04-12";"Durian";"Denpasar";739;"Bagus";45;-8.65;115.217
1178;"2025-04-17";"Jeruk";"Denpasar";968;"Buruk";22;-8.65;115.217
1179;"2025-04-09";"Pisang";"Denpasar";376;"Sedang";14;-8.65;115.217
1180;"2025-04-20";"Pisang";"Denpasar";430;"Buruk";12;-8.65;115.217
1181;"2025-04-11";"Rambutan";"Denpasar";709;"Buruk";12;-8.65;115.217
1182;"2025-05-02";"Durian";"Denpasar";641;"Bagus";35;-8.65;115.217
1183;"2025-05-01";"Pisang";"Denpasar";871;"Bagus";12;-8.65;115.217
1184;"2025-04-05";"Durian";"Denpasar";811;"Bagus";42;-8.65;115.217
1185;"2025-04-23";"Apel";"Denpasar";505;"Buruk";25;-8.65;115.217
1186;"2025-04-16";"Jeruk";"Denpasar";934;"Bagus";21;-8.65;115.217
1187;"2025-04-08";"Mangga";"Denpasar";673;"Sedang";17;-8.65;115.217
1188;"2025-04-15";"Apel";"Denpasar";940;"Bagus";24;-8.65;115.217
1189;"2025-04-28";"Jeruk";"Denpasar";440;"Buruk";19;-8.65;115.217
1190;"2025-04-10";"Rambutan";"Denpasar";737;"Bagus";18;-8.65;115.217
1191;"2025-04-17";"Mangga";"Denpasar";390;"Buruk";16;-8.65;115.217
1192;"2025-04-15";"Apel";"Denpasar";495;"Bagus";27;-8.65;115.217
1193;"2025-05-02";"Durian";"Denpasar";758;"Sedang";44;-8.65;115.217
1194;"2025-04-20";"Apel";"Denpasar";890;"Sedang";22;-8.65;115.217
1195;"2025-04-16";"Pepaya";"Denpasar";681;"Buruk";7;-8.65;115.217
1196;"2025-05-02";"Jeruk";"Denpasar";818;"Bagus";19;-8.65;115.217
1197;"2025-04-25";"Pepaya";"Denpasar";223;"Bagus";10;-8.65;115.217
1198;"2025-04-23";"Jeruk";"Denpasar";879;"Sedang";21;-8.65;115.217
1199;"2025-04-05";"Rambutan";"Denpasar";910;"Sedang";13;-8.65;115.217
1200;"2025-04-17";"Mangga";"Denpasar";359;"Sedang";17;-8.65;115.217
1201;"2025-04-16";"Mangga";"Jakarta";940;"Buruk";19;-6.2088;106.846
1202;"2025-04-02";"Pepaya";"Jakarta";686;"Sedang";9;-6.2088;106.846
1203;"2025-04-09";"Pisang";"Jakarta";493;"Bagus";15;-6.2088;106.846
1204;"2025-04-13";"Mangga";"Jakarta";672;"Buruk";15;-6.2088;106.846
